Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,34.3700057304,34.59264526,34.8322870409,35.0634506158,35.294683978,35.5259266483,35.7571635068,35.9888177899,36.2203346007,36.4520020171,36.5208271171,36.6305649858,36.7264846794,36.8226449699,36.9303569741,37.0347798256,37.2037393497,37.3631700859,37.5310585693,37.6926798831,37.8336739084,37.9235736347,38.0064364035,38.0889223774,38.1760680103,38.2629826184
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,,,,15.9158415842,15.8712871287,15.8267326733,15.7821782178,15.7376237624,15.6930693069,15.6485148515,15.603960396,15.5603960396,15.5168316832,15.4732673267,15.4297029703,15.3861386139,15.3425742574,15.299009901,15.2554455446,15.2118811881,15.1683168317,15.1247524752,15.0811881188,15.0376237624,14.9940594059,14.9504950495
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,27.6499479417,28.2841582572,28.9183485504,29.5525588659,30.1867491591,30.8209594746,31.4551497677,32.0893600833,32.7235503764,33.357760692,34.0219238477,34.1771042285,34.26378647,34.374371507,34.4986978645,34.6272015067,35.021664195,35.3992707018,35.8082598236,36.2053904464,36.4936701266,36.5714371449,36.6155614642,36.683792807,36.7520441415,36.8185089378
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,52.0405756075,52.0405756075,52.2151450814,52.3024298184,52.3897145553,52.4769992923,52.5642840293,52.6515687662,52.7388535032,52.8261382402,52.9134229771,52.9558858221,52.9983486671,53.0408115121,53.0832743572,53.1257372022,53.0408115121,52.9558858221,52.8709601321,52.7860344421,52.7011087521,52.6916725643,52.6822363765,52.6728001887,52.6633640009,52.6539278132
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,15.199818347,15.0677565849,14.9356948229,14.6913,14.5504,14.4095,14.2686,14.1277,13.9868,13.8459,13.705,13.564,13.423,13.282,13.141,13,12.8592,12.7184,12.5776,12.4368,12.296,12.3366,12.3772,12.4178,12.4584,12.499
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,34.9613328101,35.1159035182,35.283400425,35.4457267388,35.6072097607,35.7692892429,35.9303420495,36.0929359481,36.2551014203,36.4171882149,36.4779640695,36.5769443599,36.6816557643,36.7721126911,36.8683767238,36.9653477127,37.0888665225,37.2070846133,37.3297418237,37.4394476155,37.5452990985,37.6336382929,37.750319574,37.8347024208,37.9221891008,38.0092625038
Fragile and conflict affected situations,FCS,Forest area (% of land area),AG.LND.FRST.ZS,27.7705741836,27.658052303,27.5421233906,27.3502240259,27.2347655486,27.1193083784,27.0038505546,26.8883927308,26.772934907,26.6574777368,26.542019913,26.4353789659,26.3287380188,26.2224226571,26.1160193204,26.0094780573,25.896989273,25.7846889924,25.6728412654,25.5657534351,25.4536132481,24.8587213522,24.7319120921,24.6049892374,24.4779525677,24.3509165516
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,71.817853508,72.0049903148,72.1921271217,72.3792639286,72.5664007354,72.7535375423,72.9406743491,73.127811156,73.3149479628,73.5020847697,73.6892215765,73.4909222233,73.2926228701,73.0943235169,72.8960241636,72.6977248104,72.86179343,72.9159130521,73.0108588351,73.0602171767,73.1095755183,73.111981309,73.111981309,73.111981309,73.111981309,73.1071698858
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,52.1565407772,52.3070607553,52.4581280788,52.6086480569,52.7597153804,52.9102353585,53.0607553366,53.2118226601,53.3623426382,53.5134099617,53.6639299398,53.8478379858,54.0322933771,54.2162014231,54.4006568144,54.5845648604,54.5369458128,54.4887794198,54.4411603722,54.3935413246,54.345922277,54.6119321292,54.8779419814,55.1439518336,55.4099616858,55.675971538
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,26.3639451683,26.519725476,26.6755057838,26.8312860915,26.9870663993,27.1428467071,27.2986270148,27.4544073226,27.6101876303,27.7659679381,27.9216972535,28.1306214582,28.3395456629,28.5328373492,28.7573940723,28.9668472871,29.1724879784,29.3781286697,29.583769361,29.7894100523,29.9950507436,30.2014219524,30.4077931613,30.6141643701,30.8205355789,31.0269067878
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903,0.0573065903
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,,90.8714285714,90.9142857143,90.9571428571,90.9857142857,91.0285714286,91.0714285714,91.1,91.1428571429,91.1857142857,91.2285714286,91.2571428571,91.3,91.3428571429,91.3857142857,91.4142857143,91.4571428571,91.5,91.5285714286,91.5714285714,91.6142857143,91.6571428571,91.6857142857,91.7285714286,91.7714285714,91.8142857143
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,85.3805254783,86.1567120736,86.9328986688,87.7090852641,88.4852718594,89.2614584546
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,11.4826602736,11.5554085893,11.6281569049,11.7009052205,11.7736535361,11.8464018518,11.9191501674,11.991898483,12.0646467987,12.1373951143,12.2101434299,12.265531352,12.3209192742,12.3763071963,12.4316951184,12.4870830405,12.5184970859,12.5499111313,12.5813251767,12.6127392221,12.6441532675,12.7144215269,12.7846897863,12.8549580457,12.9252263051,12.9954945645
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,39.6028205497,39.6028205497,39.6310260469,39.6429702115,39.6549143762,39.6668585408,39.6788027054,39.6907468701,39.7026910347,39.7146351993,39.7265793639,39.7608288962,39.7950784286,39.8293279609,39.8635774932,39.8978270255,40.0414448122,40.1850625989,40.3286803857,40.4722981724,40.6159159591,40.6159159591,40.6159159591,40.6159159591,40.6159159591,40.6159159591
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,37.9142128856,38.038147139,38.1620813923,38.2860156456,38.4099498989,38.5338841522,38.6578184056,38.7817526589,38.9056869122,39.0296211655,39.1535554188,39.2801265712,39.4066977235,39.5332688758,39.6598400281,39.7864111805,39.9112244001,40.0360376198,40.1608508394,40.2856640591,40.4104772787,40.5352904984,40.660103718,40.7849169377,40.9097301573,41.034543377
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,29.5621032069,29.4155949862,29.2690867654,29.1225785447,28.9760703239,28.8295621032,28.6830538825,28.5365456617,28.390037441,28.2435292203,28.0970209995,27.9505127788,27.804004558,27.6574963373,27.5109881166,27.3644798958,27.2179716751,27.0714634543,26.9249552336,26.7784470129,26.6319387921,26.4854305714,26.3389223506,26.1924141299,26.0459059092,25.8993976884
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,43.6758893281,43.8636363636,44.0513833992,44.2391304348,44.4268774704,44.6146245059,44.8023715415,44.9901185771,45.1778656126,45.3656126482,45.5533596838,45.7509881423,45.9486166008,46.1462450593,46.3438735178,46.5415019763,46.7193675889,46.8972332016,47.0750988142,47.2529644269,47.4308300395,47.5889328063,47.7470355731,47.9051383399,48.0632411067,48.2213438735
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,78.8051209104,78.4637268848,78.1223328592,77.7809388336,77.439544808,77.0981507824,76.7567567568,76.4153627312,76.0739687055,75.7325746799,75.3911806543,75.0497866287,74.7083926031,74.3669985775,74.0256045519,73.6842105263,73.3285917496,72.972972973,72.6173541963,72.2617354196,71.906116643,71.5504978663,71.1948790896,70.8392603129,70.4836415363,70.1280227596
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,66.3101604278,65.8930481283,65.4759358289,65.0588235294,64.6417112299,64.2245989305,63.807486631,63.3903743316,62.9732620321,62.5561497326,62.1390374332,61.7254901961,61.311942959,60.8983957219,60.4848484848,60.0713012478,59.6506238859,59.2299465241,58.8092691622,58.3885918004,57.9679144385,57.5543672014,57.1408199643,56.7272727273,56.3137254902,55.9001782531
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,25.5934833204,25.8277734678,26.0620636152,26.2963537626,26.53064391,26.7649340574,26.9992242048,27.2335143522,27.4678044996,27.702094647,27.9363847944,28.1706749418,28.4049650892,28.6392552366,28.873545384,29.1078355314,29.3421256788,29.5764158262,29.8107059736,30.044996121,30.2792862684,30.5135764158,30.7478665632,30.9821567106,31.216446858,31.4507370054
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353,49.9705882353
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,0.0006438396,0.0006438396,0.0006438396,0.0006438396,0.0006438396,0.0006438396,0.0006438396,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971,0.0005359971
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,44.3075774543,43.8036580814,43.2997387085,42.7958193356,42.2918999627,41.7879805898,41.2840612169,40.780141844,40.2762224711,39.7723030982,39.2683837253,38.7644643524,38.2605449795,37.7566256066,37.2527062337,36.7487868608,36.3456513624,35.9425158641,35.5393803658,35.1362448675,34.7331093692,34.3934303845,34.0537513998,33.7140724151,33.3743934304,33.0347144457
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963,46.2962962963
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,84.6329692659,84.6136652273,84.5943611887,84.5750571501,84.5557531115,84.5364490729,84.5171450343,84.4978409957,84.4785369571,84.4592329185,84.4399288799,84.4196088392,84.3992887986,84.3789687579,84.3586487173,84.3383286767,84.3119126238,84.285496571,84.2590805182,84.2326644653,84.2062484125,84.1554483109,84.1046482093,84.0538481077,84.0030480061,83.9522479045
High income,HIC,Forest area (% of land area),AG.LND.FRST.ZS,27.3006933476,27.3180576364,27.3355198218,27.3524074776,27.3692502963,27.3860933888,27.4029584581,27.3700339546,27.3869121221,27.4037474423,27.4149889331,27.416259607,27.4169610713,27.4177303868,27.4189773534,27.4201471104,27.4221971682,27.4237221037,27.4361521273,27.437122325,27.43761193,27.4598711832,27.4841605505,27.5059370334,27.5280682424,27.5501422947
"Hong Kong SAR, China",HKG,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,72.7142729466,71.1555992493,69.5969255519,68.0382518545,66.4795781571,64.9209044597,63.3622307624,61.803557065,60.2448833676,58.6862096702,57.1275359728,56.055054071,54.9825721691,53.9100902672,52.8376083654,51.7651264635,50.6926445616,49.6201626598,48.5476807579,47.475198856,46.4027169542,45.3302350523,44.2577531504,43.1852712485,42.1127893467,41.0403074448
Heavily indebted poor countries (HIPC),HPC,Forest area (% of land area),AG.LND.FRST.ZS,31.8745072156,31.7278009151,31.5810941083,31.4343878078,31.2876810011,31.1409747005,30.9942678938,30.8475615933,30.7008547865,30.554148486,30.4074416793,30.2691793147,30.130916444,29.9926540794,29.8543912087,29.7161288441,29.5590604977,29.4019926575,29.2449243111,29.0878564709,28.9297483195,28.4418317667,28.3165800936,28.1913217913,28.0660701498,27.9408190145
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,33.0888928635,33.0888928635,33.2140940798,33.2766946879,33.339295296,33.4018959041,33.4226509468,33.4851732762,33.5896977285,33.6522983366,33.7148989447,33.7792881417,33.8436773386,33.9080665355,33.9421015011,34.0064331665,34.0671908506,34.1279485347,34.1887062187,34.2494639028,34.3102215868,34.3173695497,34.3245175125,34.3316654753,34.3388134382,34.345961401
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,4.2089985486,4.1835994194,4.1582002903,4.1328011611,4.1074020319,4.0820029028,4.0566037736,4.0312046444,4.0058055152,3.9804063861,3.9550072569,3.9259796807,3.8969521045,3.8679245283,3.8388969521,3.8098693759,3.7808417997,3.7518142235,3.7227866473,3.6937590711,3.6647314949,3.6357039187,3.6066763425,3.5776487663,3.5486211901,3.5195936139
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,20.0400578614,20.1691331924,20.2982085234,20.4295570888,20.5586467839,20.687736479,20.816826174,20.9599109131,21.0890868597,21.2182628062,21.3903146619,21.5376032136,21.6848917652,21.8321803169,21.9794688686,22.1292266488,22.2698359558,22.4104452628,22.5510545698,22.4610626312,22.6002430134,22.6510548989,22.7018667845,22.7526786701,22.8034905556,22.8543024412
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,34.4986329116,34.4463991292,34.3940968948,34.3436094683,34.2936254405,34.2427366523,34.1905389296,34.1378348273,34.0982233483,34.0424932892,34.0006970761,33.9848743037,33.969462644,33.9534090952,33.9369464249,33.9206609812,33.9176897887,33.9131080348,33.9087923153,33.9052688831,33.9004660112,33.8930167368,33.8856856448,33.8782762101,33.8708650233,33.8634578851
IDA & IBRD total,IBT,Forest area (% of land area),AG.LND.FRST.ZS,32.8283637874,32.7452340098,32.6619674418,32.5797079925,32.5001717819,32.4176557664,32.3342363772,32.250473301,32.1756704253,32.089830579,32.0133957615,31.9636774241,31.9142386338,31.8644284727,31.814875747,31.7648565824,31.7282336224,31.6905534446,31.6531422576,31.6162002203,31.5781841591,31.4611277642,31.4190679623,31.3769274645,31.3351586549,31.2930042917
IDA total,IDA,Forest area (% of land area),AG.LND.FRST.ZS,28.4199575217,28.255396032,28.0903929926,27.924545114,27.7660968659,27.6003011874,27.4344945756,27.268698708,27.1029019543,26.9371065948,26.7709640186,26.6318977154,26.4928317924,26.3539665772,26.2167061249,26.0776787419,25.9526203604,25.8276719623,25.702987154,25.5781070485,25.4526165897,25.0465074019,24.912826151,24.7790635233,24.6463674387,24.5125557979
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,24.3123891585,24.1060575694,23.9055230037,23.7017688935,23.4983781326,23.2949850023,23.0915539807,22.8881615069,22.6847666638,22.481374504,22.2780158113,22.1113087238,21.9446016364,21.7779329115,21.6111891457,21.4444459415,21.3363727463,21.2283012354,21.1202280402,21.0121565292,20.9042241613,20.7221663627,20.5400773387,20.3579512727,20.1759300585,19.9938728731
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,65.4377142479,64.3813929354,63.325071623,62.2687503105,61.2124289981,60.1561076856,59.0997863731,58.0434650607,56.9871437482,55.9308224358,54.8745011233,54.7031580342,54.531814945,54.3604718559,54.1891287668,54.0177856776,53.6396606259,53.2615355741,52.8834105224,52.5052854706,52.1271604189,51.7493665715,51.3715727242,50.9937788769,50.6159850296,50.2381911822
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,29.6167203429,29.4642766016,29.3096254224,29.1548378341,29.009903872,28.8550636847,28.7002225157,28.5453818376,28.3905406686,28.2357004813,28.0803773921,27.9493666487,27.8183563961,27.6876043564,27.5590588867,27.4281159821,27.2980957409,27.1682243697,27.0387116384,26.9089330304,26.7782730791,26.3068451264,26.1872833212,26.0676248853,25.94937782,25.8296284377
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386,6.0701754386
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,21.505184667,21.553987468,21.602790269,21.6515930701,21.7003958711,21.7491986721,21.7980014732,21.8468042742,21.8956070752,21.9444098763,21.9932126773,22.1492067443,22.3052008112,22.4611948782,22.6171889452,22.7731830122,22.9131673388,23.0531516654,23.193135992,23.3331203186,23.4731046452,23.5331075377,23.5931104302,23.6531133227,23.7131162152,23.7731191078
Not classified,INX,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,6.7498911308,6.9966613442,7.2432863986,7.490056612,7.7366816664,7.9834518798,8.2300769342,8.4768471476,8.7234722021,8.9702424154,9.2168674699,9.3907678908,9.5645231529,9.7384235738,9.9123239948,10.0862244157,10.1756423283,10.264915082,10.3544781536,10.4438960662,10.5331688199,10.6156191029,10.698069386,10.7803745101,10.8628247931,10.9452750762
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,5.572374076,5.5876986174,5.6030231587,5.6183477001,5.6336722415,5.6489967828,5.6643213242,5.6796458656,5.6949704069,5.7102949483,5.7256194897,5.8933912915,6.061169233,6.2289410349,6.3967189764,6.5644907783,6.5644907783,6.5644907783,6.5644907783,6.5644907783,6.5644907783,6.5644907783,6.5644907783,6.5644907783,6.5644907783,6.5644907783
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,1.8382605117,1.8414614628,1.844662414,1.8478633651,1.8510643163,1.8542652674,1.8574662185,1.8606671697,1.8638681208,1.867069072,1.8702700231,1.8734709742,1.8766719254,1.8798728765,1.8830738277,1.8862747788,1.8862747788,1.8862747788,1.8862747788,1.8995210904,1.8995210904,1.8995210904,1.8995210904,1.8995210904,1.8995210904,1.8995210904
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,0.1605985037,0.1732668329,0.1859351621,0.1986034913,0.2112718204,0.2239401496,0.2366084788,0.249276808,0.2619451372,0.2746134663,0.2872817955,0.3026433915,0.3180049875,0.3333665835,0.3487281796,0.3640897756,0.3764588529,0.3888279302,0.4011970075,0.4135660848,0.4259351621,0.4389027431,0.4518703242,0.4648379052,0.4778054863,0.4907730673
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,6.0998151571,6.196857671,6.2939001848,6.3909426987,6.4879852126,6.5850277264,6.6820702403,6.7791127542,6.876155268,6.9731977819,7.0702402957,7.0887245841,7.1072088725,7.1256931608,7.1441774492,7.1626617375,7.1534195933,7.1441774492,7.134935305,7.1256931608,7.1164510166,7.2181146026,7.3197781885,7.4214417745,7.5231053604,7.6247689464
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,25.8066709734,26.07153786,26.3364047465,26.6012716331,26.8661385196,27.1310054061,27.3958722927,27.6607391792,27.9256060658,28.1904729523,28.4553398388,28.7205467342,28.9857536296,29.2479771537,29.5131570001,29.7783368464,29.9612429455,30.1441490447,30.3270551438,30.5099612429,30.6928673421,30.8757734412,31.0586795404,31.2415856395,31.4244917386,31.6073978378
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,31.8190212373,31.784856879,31.7506925208,31.7165281625,31.6823638042,31.648199446,31.6140350877,31.5798707295,31.5457063712,31.5115420129,31.4773776547,31.4459833795,31.4145891043,31.3831948292,31.351800554,31.3204062789,31.2816251154,31.242843952,31.2040627886,31.1652816251,31.1265004617,31.0914127424,31.0563250231,31.0212373038,30.9861495845,30.9510618652
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.1049410698,1.0982203199,1.0982203199,1.0982203199,1.0982203199,1.0982203199,1.0982203199,1.0982203199
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,68.4311574328,68.4108612178,68.3905650027,68.3702687877,68.3499725727,68.3296763577,68.3281207133,68.30781893,68.2875171468,68.2672153635,68.2469135802,68.2792866941,68.311659808,68.3440329218,68.3764060357,68.4087791495,68.4257887517,68.4427983539,68.4598079561,68.4768175583,68.4844328624,68.4791046618,68.4737766074,68.4693877551,68.4649989028,68.4606100505
Kazakhstan,KAZ,Forest area (% of land area),AG.LND.FRST.ZS,1.2675482461,1.2675482461,1.2633255547,1.261214209,1.2591028633,1.2569915176,1.2548801719,1.2527688262,1.2506574805,1.2485461348,1.2464347891,1.2443604845,1.2422861799,1.2402118754,1.2381375708,1.2360632663,1.2339889617,1.2319146572,1.2298403526,1.2277660481,1.2256917435,1.2256917435,1.2256917435,1.2256917435,1.2256917435,1.2256917435
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,8.3002424711,8.095196261,7.890150051,7.6851038409,7.4800576308,7.2750114207,7.0699652107,6.8649190006,6.6598727905,6.4548265805,6.2497803704,6.4219699898,6.5941596092,6.7663492287,6.9385388481,7.1107284675,7.1750360193,7.239343571,7.3036511227,7.3679586745,7.4322662262,7.496573778,7.5608813297,7.6251888815,7.6894964332,7.753803985
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,4.3587069864,4.3587069864,4.38362878,4.3950469239,4.4064650678,4.4178832117,4.4293013556,4.4407194995,4.4521376434,4.4635557873,4.4749739312,4.4864442127,4.4979144943,4.5093847758,4.5208550574,4.5323253389,4.3318039625,4.131282586,3.9307612096,3.7302398332,3.5297184567,3.488008342,3.4462982273,3.4045881126,3.3628779979,3.3211678832
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,73.328801269,72.5368230229,71.7448447768,70.9528665307,70.1608882846,69.3689100385,68.5769317924,67.7849535463,66.9929753002,66.2009970542,65.4090188081,64.4856106957,63.5622025833,62.6387944709,61.7153863585,60.7919782461,60.0702469975,59.3485157489,58.6267845003,57.9050532518,57.1833220032,56.4615907546,55.739859506,55.0181282574,54.2963970088,53.5746657603
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077,42.3076923077
"Korea, Rep.",KOR,Forest area (% of land area),AG.LND.FRST.ZS,66.0377358491,65.9527265188,65.8677171885,65.7827078582,65.6976985279,65.6126891976,65.5276798673,65.442670537,65.3576612067,65.2726518764,65.1876425461,64.9307421956,64.8290112615,64.7541322314,64.6725883082,64.5844088797,64.4962840628,64.4015683038,64.2605379779,64.1462409887,63.9925948781,63.9144297028,63.7575757576,63.6037182197,63.5166187936,63.4386540829
Kuwait,KWT,Forest area (% of land area),AG.LND.FRST.ZS,0.1936026936,0.2014590348,0.209315376,0.2171717172,0.2250280584,0.2328843996,0.2407407407,0.2485970819,0.2564534231,0.2643097643,0.2721661055,0.2800224467,0.2878787879,0.2957351291,0.3035914703,0.3114478114,0.3193041526,0.3271604938,0.335016835,0.3428731762,0.3507295174,0.3507295174,0.3507295174,0.3507295174,0.3507295174,0.3507295174
Latin America & Caribbean (excluding high income),LAC,Forest area (% of land area),AG.LND.FRST.ZS,59.2857877542,59.0240301334,58.7622749646,58.5005185698,58.2387621751,57.9770051673,57.7152493855,57.4534936037,57.2917524786,57.0295389429,56.7673247933,56.4922244287,56.2206107484,55.945460195,55.6703087513,55.395090226,55.1918942071,54.9886310184,54.7854029498,54.582173653,54.3789443562,54.2429553475,54.1097556235,53.9825658808,53.8486301639,53.7140307476
Lao PDR,LAO,Forest area (% of land area),AG.LND.FRST.ZS,76.4510398614,75.9662478336,75.4814558059,74.9966637782,74.5118717504,74.0270797227,73.5422443674,73.0574523397,72.572660312,72.0878682842,71.6030762565,71.9009098787,72.1987868284,72.4966204506,72.7944974003,73.0923310225,73.9119584055,74.7315857886,75.5512131716,76.3708405546,77.1904679376,78.0100953206,78.8297227036,79.6493500867,80.4689774697,81.2886048527
Lebanon,LBN,Forest area (% of land area),AG.LND.FRST.ZS,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.8054740958,12.9130009775,13.0205278592,13.128054741,13.2355816227,13.3431085044,13.3509286413,13.3587487781,13.366568915,13.3743890518,13.3822091887,13.3900293255,13.3978494624,13.4056695992,13.4134897361,13.4213098729
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,51.1731727575,50.8617109635,50.5502491694,50.2387873754,49.9273255814,49.6158637874,49.3044019934,48.9929401993,48.6814784053,48.3700166113,48.0585548173,47.7470930233,47.4356312292,47.1241694352,46.8127076412,46.5012458472,46.1897840532,45.8783222591,45.5668604651,45.2553986711,44.9439368771,44.6324750831,44.321013289,44.009551495,43.698089701,43.386627907
Libya,LBY,Forest area (% of land area),AG.LND.FRST.ZS,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879,0.1233276879
St. Lucia,LCA,Forest area (% of land area),AG.LND.FRST.ZS,35.737704918,35.6393442623,35.5409836066,35.4426229508,35.3442622951,35.2459016393,35.1475409836,35.0491803279,34.9508196721,34.8524590164,34.7540983607,34.6557377049,34.5573770492,34.4590163934,34.3606557377,34.262295082,34.1639344262,34.0655737705,33.9672131148,33.868852459,33.7704918033,33.6721311475,33.5737704918,33.4754098361,33.3770491803,33.2786885246
Latin America & Caribbean,LCN,Forest area (% of land area),AG.LND.FRST.ZS,51.0311953321,50.8094103566,50.5876268757,50.3658428966,50.1440584193,49.9222734437,49.7004894646,49.4787054855,49.3269149441,49.1048158107,48.8827166772,48.6452929295,48.4103082479,48.1728494962,47.9353894845,47.6978831081,47.5201763894,47.3424217495,47.1646923177,46.9869613889,46.8092314581,46.6996485842,46.5920161109,46.4885894199,46.3804430769,46.2718332492
